"","agencyname","month","information","joined","no.response","response","discussion","positive","neutral","negative","audience_count","hearing","media_count","media_threat","audience_threat","criticism.12","praise.12","neutral.12","valence.12","criticism.3","praise.3","neutral.3","valence.3","media_count.3","media_count.12"
"180","EASA","2016-02-01",5,"yes",2,0,2,2,0,0,305,0,2,"no","no",NA,NA,NA,NA,0,3,4,0.428571428571429,3,NA
"181","EBA","2016-02-01",35,"yes",0,0,0,0,0,0,257,0,19,"no","no",NA,NA,NA,NA,0,2,0,1,29,NA
"182","ECDC","2016-02-01",28,"yes",3,0,3,0,2,1,973,1,3,"no","no",NA,NA,NA,NA,7,16,4,0.333333333333333,5,NA
"183","ECHA","2016-02-01",39,"yes",2,0,2,0,0,2,336,0,1,"no","no",NA,NA,NA,NA,0,4,3,0.571428571428571,0,NA
"184","EEA","2016-02-01",33,"yes",10,0,10,2,5,3,1082,0,5,"no","no",NA,NA,NA,NA,9,17,9,0.228571428571429,36,NA
"185","EFCA","2016-02-01",9,"yes",0,0,0,0,0,0,32,1,0,"no","no",NA,NA,NA,NA,0,1,0,1,1,NA
"186","EFSA","2016-02-01",77,"yes",8,0,8,3,1,4,1544,0,6,"no","no",NA,NA,NA,NA,2,5,6,0.230769230769231,17,NA
"187","EIGE","2016-02-01",42,"yes",3,0,3,2,1,0,380,0,0,"no","no",NA,NA,NA,NA,3,4,2,0.111111111111111,1,NA
"188","EIOPA","2016-02-01",6,"yes",1,0,1,1,0,0,122,0,0,"no","no",NA,NA,NA,NA,1,0,0,-1,1,NA
"189","EMA","2016-02-01",50,"yes",2,0,2,1,0,1,1093,0,8,"no","no",NA,NA,NA,NA,1,8,3,0.583333333333333,21,NA
"190","EMCDDA","2016-02-01",33,"yes",8,0,8,3,4,1,567,0,3,"no","no",NA,NA,NA,NA,1,11,4,0.625,0,NA
"191","EMSA","2016-02-01",7,"yes",0,0,0,0,0,0,41,0,0,"no","no",NA,NA,NA,NA,0,2,1,0.666666666666667,0,NA
"192","ENISA","2016-02-01",28,"yes",4,0,4,1,3,0,1449,0,0,"no","no",NA,NA,NA,NA,2,13,6,0.523809523809524,0,NA
"193","ERA","2016-02-01",10,"yes",1,0,1,1,0,0,101,0,0,"no","no",NA,NA,NA,NA,0,5,0,1,0,NA
"194","ESMA","2016-02-01",31,"yes",0,0,0,0,0,0,1934,0,2,"no","yes",NA,NA,NA,NA,0,6,1,0.857142857142857,3,NA
"195","EU-OSHA","2016-02-01",23,"yes",2,0,2,1,0,1,469,0,0,"no","no",NA,NA,NA,NA,1,10,1,0.75,0,NA
"196","EUIPO","2016-02-01",98,"yes",6,3,9,6,1,2,0,1,2,"no","no",NA,NA,NA,NA,2,3,4,0.111111111111111,1,NA
"197","EUROFOUND","2016-02-01",53,"yes",3,0,3,0,2,1,491,1,0,"no","no",NA,NA,NA,NA,3,6,3,0.25,0,NA
"198","FRA","2016-02-01",53,"yes",9,4,13,6,3,4,1292,1,0,"no","no",NA,NA,NA,NA,13,21,6,0.2,1,NA
"199","FRONTEX","2016-02-01",32,"yes",11,0,11,3,2,6,1198,0,115,"yes","no",NA,NA,NA,NA,15,16,10,0.024390243902439,294,NA
"200","SRB","2016-02-01",14,"yes",2,1,3,2,0,1,64,0,3,"no","no",NA,NA,NA,NA,0,1,1,0.5,8,NA
"201","ACER","2016-03-01",NA,"no",NA,NA,NA,NA,NA,NA,NA,0,0,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
"202","BEREC OFFICE","2016-03-01",28,"yes",1,0,1,1,0,0,180,0,0,"no","no",NA,NA,NA,NA,0,1,0,1,0,NA
"203","CEDEFOP","2016-03-01",13,"yes",0,0,0,0,0,0,374,0,0,"no","no",NA,NA,NA,NA,1,8,4,0.538461538461538,0,NA
"204","CPVO","2016-03-01",18,"yes",0,0,0,0,0,0,18,0,0,"no","no",NA,NA,NA,NA,0,1,1,0.5,0,NA
"205","EASA","2016-03-01",6,"yes",4,0,4,4,0,0,289,0,5,"no","no",NA,NA,NA,NA,0,3,3,0.5,5,NA
"206","EBA","2016-03-01",4,"yes",0,0,0,0,0,0,115,0,7,"no","no",NA,NA,NA,NA,0,1,0,1,30,NA
"207","ECDC","2016-03-01",13,"yes",1,0,1,0,1,0,591,0,0,"no","no",NA,NA,NA,NA,2,4,3,0.222222222222222,7,NA
"208","ECHA","2016-03-01",55,"yes",7,5,12,7,4,1,356,0,0,"no","no",NA,NA,NA,NA,2,2,2,0,1,NA
"209","EEA","2016-03-01",23,"yes",2,0,2,2,0,0,754,0,2,"no","no",NA,NA,NA,NA,5,11,6,0.272727272727273,38,NA
"210","EFCA","2016-03-01",8,"yes",0,0,0,0,0,0,29,0,0,"no","no",NA,NA,NA,NA,0,1,0,1,0,NA
"211","EFSA","2016-03-01",59,"yes",3,0,3,2,1,0,1254,0,23,"no","no",NA,NA,NA,NA,4,5,5,0.0714285714285714,13,NA
"212","EIGE","2016-03-01",75,"yes",3,0,3,2,1,0,471,0,0,"no","no",NA,NA,NA,NA,2,3,2,0.142857142857143,0,NA
"213","EIOPA","2016-03-01",10,"yes",0,0,0,0,0,0,132,0,0,"no","no",NA,NA,NA,NA,1,1,0,0,1,NA
"214","EMA","2016-03-01",29,"yes",0,0,0,0,0,0,887,0,4,"no","no",NA,NA,NA,NA,1,3,2,0.333333333333333,22,NA
"215","EMCDDA","2016-03-01",42,"yes",4,1,5,3,1,1,583,0,2,"no","no",NA,NA,NA,NA,1,9,6,0.5,3,NA
"216","EMSA","2016-03-01",16,"yes",1,0,1,0,0,1,74,0,0,"no","no",NA,NA,NA,NA,0,1,0,1,0,NA
"217","ENISA","2016-03-01",33,"yes",3,2,5,4,0,1,795,0,0,"no","no",NA,NA,NA,NA,1,9,6,0.5,0,NA
"218","ERA","2016-03-01",23,"yes",0,0,0,0,0,0,105,0,0,"no","no",NA,NA,NA,NA,0,2,0,1,0,NA
"219","ESMA","2016-03-01",29,"yes",0,0,0,0,0,0,962,0,1,"no","no",NA,NA,NA,NA,0,5,1,0.833333333333333,4,NA
"220","EU-OSHA","2016-03-01",46,"yes",5,0,5,3,0,2,718,0,0,"no","no",NA,NA,NA,NA,2,2,0,0,0,NA
"221","EUIPO","2016-03-01",96,"yes",6,0,6,2,4,0,414,0,1,"no","no",NA,NA,NA,NA,4,8,4,0.25,3,NA
"222","EUROFOUND","2016-03-01",47,"yes",3,0,3,0,2,1,324,2,0,"no","no",NA,NA,NA,NA,4,5,4,0.0769230769230769,0,NA
"223","FRA","2016-03-01",34,"yes",6,0,6,1,2,3,1203,1,0,"no","no",NA,NA,NA,NA,10,21,8,0.282051282051282,0,NA
"224","FRONTEX","2016-03-01",30,"yes",23,0,23,9,8,6,1742,0,102,"yes","no",NA,NA,NA,NA,17,13,8,-0.105263157894737,317,NA
"225","SRB","2016-03-01",8,"yes",0,0,0,0,0,0,15,0,1,"no","no",NA,NA,NA,NA,1,3,1,0.4,9,NA
"226","ACER","2016-04-01",NA,"no",NA,NA,NA,NA,NA,NA,NA,0,0,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
"227","BEREC OFFICE","2016-04-01",1,"yes",1,0,1,1,0,0,85,0,0,"no","no",NA,NA,NA,NA,0,1,0,1,0,NA
"228","CEDEFOP","2016-04-01",18,"yes",1,0,1,1,0,0,473,0,0,"no","no",NA,NA,NA,NA,1,3,1,0.4,0,NA
"229","CPVO","2016-04-01",20,"yes",0,0,0,0,0,0,25,0,0,"no","no",NA,NA,NA,NA,0,1,0,1,0,NA
"230","EASA","2016-04-01",8,"yes",2,0,2,1,1,0,301,1,5,"no","no",NA,NA,NA,NA,0,6,1,0.857142857142857,9,NA
"231","EBA","2016-04-01",8,"yes",0,0,0,0,0,0,89,0,1,"no","no",NA,NA,NA,NA,0,0,0,0,33,NA
"232","ECDC","2016-04-01",13,"yes",0,0,0,0,0,0,867,0,1,"no","no",NA,NA,NA,NA,2,1,4,-0.142857142857143,5,NA
"233","ECHA","2016-04-01",48,"yes",7,3,10,7,1,2,489,0,3,"yes","no",NA,NA,NA,NA,3,9,6,0.333333333333333,1,NA
"234","EEA","2016-04-01",44,"yes",10,0,10,3,2,5,1110,0,1,"no","no",NA,NA,NA,NA,4,7,6,0.176470588235294,13,NA
"235","EFCA","2016-04-01",16,"yes",0,0,0,0,0,0,35,0,0,"no","no",NA,NA,NA,NA,0,1,0,1,0,NA
"236","EFSA","2016-04-01",61,"yes",2,1,3,2,1,0,1099,0,14,"no","no",NA,NA,NA,NA,4,5,4,0.0769230769230769,32,NA
"237","EIGE","2016-04-01",51,"yes",4,0,4,2,1,1,359,0,0,"no","no",NA,NA,NA,NA,2,5,3,0.3,0,NA
"238","EIOPA","2016-04-01",14,"yes",0,0,0,0,0,0,192,0,0,"no","no",NA,NA,NA,NA,0,1,0,1,0,NA
"239","EMA","2016-04-01",67,"yes",0,0,0,0,0,0,896,0,4,"no","no",NA,NA,NA,NA,1,3,1,0.4,16,NA
"240","EMCDDA","2016-04-01",45,"yes",12,0,12,6,2,4,1205,1,4,"no","no",NA,NA,NA,NA,2,7,7,0.3125,5,NA
"241","EMSA","2016-04-01",15,"yes",1,0,1,1,0,0,84,0,1,"yes","no",NA,NA,NA,NA,1,0,0,-1,0,NA
"242","ENISA","2016-04-01",24,"yes",3,0,3,3,0,0,832,2,0,"no","no",NA,NA,NA,NA,2,11,5,0.5,0,NA
"243","ERA","2016-04-01",12,"yes",0,0,0,0,0,0,74,0,0,"no","no",NA,NA,NA,NA,0,1,0,1,0,NA
"244","ESMA","2016-04-01",34,"yes",1,0,1,1,0,0,1498,0,1,"no","yes",NA,NA,NA,NA,0,4,1,0.8,4,NA
"245","EU-OSHA","2016-04-01",36,"yes",4,0,4,3,0,1,1203,0,0,"no","no",NA,NA,NA,NA,3,5,0,0.25,0,NA
"246","EUIPO","2016-04-01",72,"yes",3,1,4,3,1,0,1260,0,4,"no","no",NA,NA,NA,NA,3,9,8,0.3,4,NA
"247","EUROFOUND","2016-04-01",28,"yes",1,0,1,1,0,0,293,1,0,"no","no",NA,NA,NA,NA,4,0,4,-0.5,0,NA
"248","FRA","2016-04-01",57,"yes",7,2,9,6,3,0,1451,0,1,"no","no",NA,NA,NA,NA,8,13,9,0.166666666666667,0,NA
"249","FRONTEX","2016-04-01",24,"yes",17,0,17,7,4,6,2095,1,148,"yes","no",NA,NA,NA,NA,16,13,14,-0.0697674418604651,301,NA
"250","SRB","2016-04-01",33,"yes",1,0,1,1,0,0,121,0,1,"no","no",NA,NA,NA,NA,1,3,1,0.4,7,NA
"251","ACER","2016-05-01",NA,"no",NA,NA,NA,NA,NA,NA,NA,0,0,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"252","BEREC OFFICE","2016-05-01",8,"yes",0,0,0,0,0,0,269,0,0,"no","no",NA,NA,NA,NA,0,2,0,1,0,NA
"253","CEDEFOP","2016-05-01",21,"yes",0,0,0,0,0,0,460,0,0,"no","no",NA,NA,NA,NA,0,3,1,0.75,0,NA
"254","CPVO","2016-05-01",22,"yes",0,0,0,0,0,0,49,0,0,"no","no",NA,NA,NA,NA,0,0,0,0,0,NA
"255","EASA","2016-05-01",11,"yes",4,1,5,3,2,0,1715,0,1,"no","yes",NA,NA,NA,NA,0,7,1,0.875,12,NA
"256","EBA","2016-05-01",12,"yes",1,0,1,0,1,0,106,0,8,"no","no",NA,NA,NA,NA,0,0,0,0,27,NA
"257","ECDC","2016-05-01",13,"yes",2,0,2,0,2,0,499,0,1,"no","no",NA,NA,NA,NA,1,0,3,-0.25,4,NA
"258","ECHA","2016-05-01",59,"yes",5,3,8,7,1,0,399,0,1,"no","no",NA,NA,NA,NA,5,14,5,0.375,4,NA
"259","EEA","2016-05-01",52,"yes",9,0,9,5,3,1,1016,0,2,"no","no",NA,NA,NA,NA,8,7,7,-0.0454545454545455,8,NA
"260","EFCA","2016-05-01",15,"yes",0,0,0,0,0,0,68,0,0,"no","no",NA,NA,NA,NA,0,0,0,0,0,NA
"261","EFSA","2016-05-01",45,"yes",4,0,4,3,1,0,902,0,16,"no","no",NA,NA,NA,NA,4,7,3,0.214285714285714,43,NA
"262","EIGE","2016-05-01",44,"yes",5,0,5,1,4,0,294,0,0,"no","no",NA,NA,NA,NA,1,6,3,0.5,0,NA
"263","EIOPA","2016-05-01",6,"yes",0,0,0,0,0,0,159,0,1,"no","no",NA,NA,NA,NA,0,1,0,1,0,NA
"264","EMA","2016-05-01",47,"yes",0,0,0,0,0,0,992,0,11,"no","no",NA,NA,NA,NA,1,1,0,0,16,NA
"265","EMCDDA","2016-05-01",38,"yes",12,2,14,6,4,4,1068,0,5,"yes","no",NA,NA,NA,NA,6,12,7,0.24,9,NA
"266","EMSA","2016-05-01",10,"yes",1,0,1,1,0,0,81,0,0,"no","no",NA,NA,NA,NA,1,1,0,0,1,NA
"267","ENISA","2016-05-01",30,"yes",4,0,4,2,1,1,1035,0,0,"no","no",NA,NA,NA,NA,1,8,3,0.583333333333333,0,NA
"268","ERA","2016-05-01",15,"yes",2,0,2,2,0,0,226,0,0,"no","no",NA,NA,NA,NA,0,1,0,1,0,NA
"269","ESMA","2016-05-01",25,"yes",1,0,1,1,0,0,1163,0,2,"no","yes",NA,NA,NA,NA,0,1,0,1,4,NA
"270","EU-OSHA","2016-05-01",62,"yes",0,0,0,0,0,0,1013,0,0,"no","no",NA,NA,NA,NA,4,7,0,0.272727272727273,0,NA
"271","EUIPO","2016-05-01",97,"yes",10,0,10,3,4,3,853,0,0,"no","no",NA,NA,NA,NA,2,11,6,0.473684210526316,7,NA
"272","EUROFOUND","2016-05-01",43,"yes",0,0,0,0,0,0,342,0,0,"no","no",NA,NA,NA,NA,2,1,4,-0.142857142857143,0,NA
"273","FRA","2016-05-01",54,"yes",9,1,10,7,1,2,1151,0,0,"no","no",NA,NA,NA,NA,7,13,8,0.214285714285714,1,NA
"274","FRONTEX","2016-05-01",18,"yes",9,0,9,0,4,5,2022,0,51,"no","no",NA,NA,NA,NA,18,19,14,0.0196078431372549,365,NA
"275","SRB","2016-05-01",3,"yes",0,0,0,0,0,0,35,1,0,"no","no",NA,NA,NA,NA,1,3,0,0.5,5,NA
"276","ACER","2016-06-01",NA,"no",NA,NA,NA,NA,NA,NA,NA,0,0,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"277","BEREC OFFICE","2016-06-01",8,"yes",2,1,3,0,3,0,759,0,1,"yes","yes",NA,NA,NA,NA,0,2,0,1,0,NA
"278","CEDEFOP","2016-06-01",102,"yes",2,0,2,1,1,0,850,0,0,"no","no",NA,NA,NA,NA,0,1,0,1,0,NA
"279","CPVO","2016-06-01",14,"yes",1,0,1,0,0,1,30,0,0,"no","no",NA,NA,NA,NA,0,0,0,0,0,NA
"280","EASA","2016-06-01",9,"yes",5,0,5,4,1,0,856,0,4,"no","no",NA,NA,NA,NA,0,8,3,0.727272727272727,11,NA
"281","EBA","2016-06-01",9,"yes",0,0,0,0,0,0,83,1,27,"no","no",NA,NA,NA,NA,0,0,1,0,16,NA
"282","ECDC","2016-06-01",15,"yes",3,2,5,2,0,3,770,0,1,"no","no",NA,NA,NA,NA,0,0,3,0,2,NA
"283","ECHA","2016-06-01",58,"yes",3,1,4,2,2,0,554,0,2,"no","no",NA,NA,NA,NA,3,21,6,0.6,4,NA
"284","EEA","2016-06-01",64,"yes",15,0,15,7,5,3,1847,0,7,"no","no",NA,NA,NA,NA,6,10,5,0.19047619047619,5,NA
"285","EFCA","2016-06-01",10,"yes",0,0,0,0,0,0,67,0,0,"no","no",NA,NA,NA,NA,0,0,0,0,0,NA
"286","EFSA","2016-06-01",80,"yes",9,0,9,6,3,0,1041,0,10,"no","no",NA,NA,NA,NA,0,7,3,0.7,53,NA
"287","EIGE","2016-06-01",40,"yes",1,0,1,1,0,0,396,0,0,"no","no",NA,NA,NA,NA,1,5,6,0.333333333333333,0,NA
"288","EIOPA","2016-06-01",9,"yes",0,0,0,0,0,0,131,0,1,"no","no",NA,NA,NA,NA,0,0,0,0,1,NA
"289","EMA","2016-06-01",62,"yes",4,0,4,3,0,1,1534,0,13,"no","no",NA,NA,NA,NA,0,0,0,0,19,NA
"290","EMCDDA","2016-06-01",27,"yes",5,0,5,3,2,0,939,0,6,"no","no",NA,NA,NA,NA,9,15,7,0.193548387096774,11,NA
"291","EMSA","2016-06-01",11,"yes",0,0,0,0,0,0,33,0,0,"no","no",NA,NA,NA,NA,1,2,0,0.333333333333333,1,NA
"292","ENISA","2016-06-01",33,"yes",4,0,4,1,1,2,834,0,0,"no","no",NA,NA,NA,NA,2,9,1,0.583333333333333,0,NA
"293","ERA","2016-06-01",24,"yes",3,0,3,0,3,0,211,0,0,"no","no",NA,NA,NA,NA,0,2,0,1,0,NA
"294","ESMA","2016-06-01",43,"yes",4,0,4,1,2,1,972,1,3,"no","no",NA,NA,NA,NA,0,2,0,1,4,NA
"295","EU-OSHA","2016-06-01",112,"yes",3,0,3,1,1,1,715,0,0,"no","no",NA,NA,NA,NA,3,6,0,0.333333333333333,0,NA
"296","EUIPO","2016-06-01",82,"yes",4,3,7,6,0,1,908,0,0,"no","no",NA,NA,NA,NA,3,8,9,0.25,5,NA
"297","EUROFOUND","2016-06-01",28,"yes",2,0,2,0,0,2,430,0,0,"no","no",NA,NA,NA,NA,1,1,2,0,0,NA
"298","FRA","2016-06-01",186,"yes",27,1,28,16,8,4,2106,0,2,"no","no",NA,NA,NA,NA,5,14,6,0.36,1,NA
"299","FRONTEX","2016-06-01",18,"yes",4,0,4,2,0,2,836,0,56,"no","no",NA,NA,NA,NA,17,16,16,-0.0204081632653061,301,NA
"300","SRB","2016-06-01",2,"yes",0,0,0,0,0,0,8,0,1,"no","no",NA,NA,NA,NA,0,1,0,1,2,NA
"301","ACER","2016-07-01",NA,"no",NA,NA,NA,NA,NA,NA,NA,0,0,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3
"302","BEREC OFFICE","2016-07-01",0,"yes",0,0,0,0,0,0,6573,0,0,"no","yes",1,3,5,0.222222222222222,0,1,3,0.25,1,1
"303","CEDEFOP","2016-07-01",12,"yes",0,1,1,1,0,0,258,0,0,"no","no",3,25,9,0.594594594594595,0,2,1,0.666666666666667,0,0
"304","CPVO","2016-07-01",21,"yes",1,1,2,1,1,0,14,0,0,"no","no",1,2,2,0.2,1,0,0,-1,0,0
"305","EASA","2016-07-01",7,"yes",1,0,1,1,0,0,459,2,3,"no","no",4,24,10,0.526315789473684,0,8,4,0.666666666666667,10,38
"306","EBA","2016-07-01",7,"yes",3,0,3,1,0,2,416,0,103,"yes","no",0,3,3,0.5,0,0,1,0,36,109
"307","ECDC","2016-07-01",14,"yes",1,0,1,1,0,0,613,0,0,"no","no",29,34,16,0.0632911392405063,3,2,2,-0.142857142857143,3,16
"308","ECHA","2016-07-01",48,"yes",3,2,5,3,2,0,643,0,0,"no","no",7,36,19,0.467741935483871,2,16,4,0.636363636363636,6,7
"309","EEA","2016-07-01",55,"yes",13,0,13,4,6,3,1528,0,2,"no","no",42,67,45,0.162337662337662,9,15,10,0.176470588235294,10,62
"310","EFCA","2016-07-01",11,"yes",1,0,1,0,0,1,46,0,0,"no","no",0,2,0,1,0,0,0,0,0,1
"311","EFSA","2016-07-01",53,"yes",2,0,2,2,0,0,498,0,7,"no","no",9,34,16,0.423728813559322,0,11,5,0.6875,40,112
"312","EIGE","2016-07-01",22,"yes",1,0,1,0,0,1,213,0,0,"no","no",7,13,10,0.2,1,4,5,0.3,0,2
"313","EIOPA","2016-07-01",9,"yes",1,0,1,0,0,1,124,0,0,"no","no",1,2,2,0.2,0,0,0,0,2,4
"314","EMA","2016-07-01",82,"yes",5,0,5,3,1,1,1261,0,26,"no","no",6,22,7,0.457142857142857,1,3,0,0.5,28,91
"315","EMCDDA","2016-07-01",13,"yes",2,1,3,1,2,0,394,0,0,"no","no",14,38,20,0.333333333333333,8,15,8,0.225806451612903,15,24
"316","EMSA","2016-07-01",11,"yes",0,0,0,0,0,0,59,0,0,"no","no",1,4,3,0.375,0,2,0,1,1,1
"317","ENISA","2016-07-01",27,"yes",3,0,3,2,0,1,1026,0,0,"no","no",7,43,16,0.545454545454545,3,6,2,0.272727272727273,0,1
"318","ERA","2016-07-01",7,"yes",4,0,4,2,2,0,168,0,0,"no","no",2,10,4,0.5,0,2,3,0.4,0,1
"319","ESMA","2016-07-01",32,"yes",0,0,0,0,0,0,991,0,2,"no","no",3,13,5,0.476190476190476,1,3,2,0.333333333333333,6,15
"320","EU-OSHA","2016-07-01",27,"yes",0,0,0,0,0,0,600,0,0,"no","no",9,30,7,0.456521739130435,2,4,1,0.285714285714286,0,1
"321","EUIPO","2016-07-01",72,"yes",5,1,6,1,2,3,968,0,0,"no","no",9,27,18,0.333333333333333,4,12,5,0.380952380952381,4,16
"322","EUROFOUND","2016-07-01",23,"yes",0,0,0,0,0,0,264,0,0,"no","no",10,12,14,0.0555555555555556,2,1,0,-0.333333333333333,0,1
"323","FRA","2016-07-01",28,"yes",4,0,4,2,1,1,918,0,0,"no","no",40,78,34,0.25,6,29,12,0.48936170212766,3,6
"324","FRONTEX","2016-07-01",25,"yes",13,0,13,5,3,5,803,0,34,"no","no",NA,NA,NA,NA,13,9,8,-0.133333333333333,255,1226
"325","SRB","2016-07-01",5,"yes",1,0,1,1,0,0,44,0,1,"no","no",1,6,1,0.625,0,1,0,1,2,17
"326","ACER","2016-08-01",NA,"no",NA,NA,NA,NA,NA,NA,NA,0,0,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3
"327","BEREC OFFICE","2016-08-01",21,"yes",1,1,2,2,0,0,1046,0,0,"no","yes",1,3,5,0.222222222222222,0,0,3,0,1,1
"328","CEDEFOP","2016-08-01",11,"yes",0,0,0,0,0,0,347,0,0,"no","no",2,26,9,0.648648648648649,0,2,1,0.666666666666667,0,0
"329","CPVO","2016-08-01",7,"yes",0,0,0,0,0,0,7,0,0,"no","no",1,3,2,0.333333333333333,1,1,1,0,0,0
"330","EASA","2016-08-01",3,"yes",0,0,0,0,0,0,318,0,0,"no","no",2,22,10,0.588235294117647,0,8,3,0.727272727272727,8,38
"331","EBA","2016-08-01",1,"yes",1,0,1,1,0,0,144,0,65,"yes","no",2,4,2,0.25,2,1,1,-0.25,138,209
"332","ECDC","2016-08-01",35,"yes",19,0,19,3,12,4,1003,0,0,"no","no",29,33,15,0.051948051948052,3,3,2,0,2,14
"333","ECHA","2016-08-01",55,"yes",3,1,4,3,1,0,264,0,1,"no","no",7,37,19,0.476190476190476,0,12,5,0.705882352941177,3,7
"334","EEA","2016-08-01",22,"yes",7,1,8,3,3,2,718,0,2,"no","no",39,60,42,0.148936170212766,7,16,14,0.243243243243243,11,63
"335","EFCA","2016-08-01",1,"yes",0,0,0,0,0,0,76,0,0,"no","no",1,2,0,0.333333333333333,1,0,0,-1,0,1
"336","EFSA","2016-08-01",54,"yes",4,3,7,3,4,0,700,0,7,"no","no",7,31,15,0.452830188679245,0,11,4,0.733333333333333,33,113
"337","EIGE","2016-08-01",29,"yes",4,0,4,2,1,1,297,0,1,"no","no",8,13,10,0.161290322580645,1,2,4,0.142857142857143,0,2
"338","EIOPA","2016-08-01",4,"yes",0,0,0,0,0,0,50,1,0,"no","no",2,1,0,-0.333333333333333,1,0,0,-1,2,3
"339","EMA","2016-08-01",49,"yes",2,1,3,1,1,1,1029,0,7,"no","no",6,20,5,0.451612903225806,2,6,1,0.444444444444444,50,104
"340","EMCDDA","2016-08-01",6,"yes",2,0,2,2,0,0,270,0,1,"no","no",12,37,22,0.352112676056338,4,10,8,0.272727272727273,11,22
"341","EMSA","2016-08-01",6,"yes",0,1,1,0,1,0,54,0,0,"no","no",1,4,3,0.375,0,1,0,1,0,1
"342","ENISA","2016-08-01",16,"yes",4,0,4,0,1,3,666,0,0,"no","no",8,42,14,0.53125,4,5,2,0.0909090909090909,0,1
"343","ERA","2016-08-01",0,"yes",0,0,0,0,0,0,1,0,0,"no","no",1,11,6,0.555555555555556,0,4,5,0.444444444444444,0,1
"344","ESMA","2016-08-01",5,"yes",0,0,0,0,0,0,774,0,0,"no","no",3,11,5,0.421052631578947,1,2,2,0.2,7,15
"345","EU-OSHA","2016-08-01",35,"yes",0,0,0,0,0,0,482,0,0,"no","no",9,28,6,0.441860465116279,1,1,1,0,0,1
"346","EUIPO","2016-08-01",15,"yes",0,0,0,0,0,0,244,0,1,"no","no",11,27,18,0.285714285714286,7,10,6,0.130434782608696,0,16
"347","EUROFOUND","2016-08-01",46,"yes",2,0,2,1,0,1,240,0,0,"no","no",9,10,12,0.032258064516129,2,0,0,-1,0,0
"348","FRA","2016-08-01",35,"yes",3,0,3,0,2,1,1576,0,0,"no","no",38,78,34,0.266666666666667,7,25,10,0.428571428571429,2,5
"349","FRONTEX","2016-08-01",20,"yes",17,0,17,8,3,6,1206,0,40,"no","no",63,68,51,0.0274725274725275,12,7,7,-0.192307692307692,141,1233
"350","SRB","2016-08-01",7,"yes",0,0,0,0,0,0,27,0,0,"no","no",1,7,1,0.666666666666667,0,1,0,1,2,17
"351","ACER","2016-09-01",NA,"no",NA,NA,NA,NA,NA,NA,NA,0,0,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2
"352","BEREC OFFICE","2016-09-01",10,"yes",2,0,2,0,0,2,270,0,3,"yes","yes",1,5,5,0.363636363636364,0,2,3,0.4,1,1
"353","CEDEFOP","2016-09-01",37,"yes",3,0,3,1,1,1,670,0,0,"no","no",2,26,9,0.648648648648649,0,2,1,0.666666666666667,0,0
"354","CPVO","2016-09-01",20,"yes",0,0,0,0,0,0,31,0,0,"no","no",1,3,2,0.333333333333333,1,1,1,0,0,0
"355","EASA","2016-09-01",6,"yes",8,0,8,0,7,1,598,0,3,"no","no",1,22,9,0.65625,0,5,1,0.833333333333333,7,37
"356","EBA","2016-09-01",14,"yes",1,0,1,0,1,0,212,0,22,"no","no",2,5,2,0.333333333333333,2,2,0,0,195,270
"357","ECDC","2016-09-01",23,"yes",11,2,13,2,9,2,808,0,0,"no","no",31,36,27,0.0531914893617021,7,6,12,-0.04,1,14
"358","ECHA","2016-09-01",60,"yes",5,0,5,5,0,0,404,0,1,"no","no",7,39,18,0.5,0,8,5,0.615384615384615,3,8
"359","EEA","2016-09-01",33,"yes",4,0,4,2,1,1,995,0,3,"no","no",38,56,41,0.133333333333333,8,14,14,0.166666666666667,11,64
"360","EFCA","2016-09-01",1,"yes",0,0,0,0,0,0,30,0,0,"no","no",1,1,0,0,1,0,0,-1,0,1
"361","EFSA","2016-09-01",64,"yes",7,0,7,6,1,0,865,0,2,"no","no",6,31,17,0.462962962962963,0,11,7,0.611111111111111,24,110
"362","EIGE","2016-09-01",54,"yes",7,1,8,5,1,2,391,0,0,"no","no",9,14,11,0.147058823529412,2,3,1,0.166666666666667,1,3
"363","EIOPA","2016-09-01",10,"yes",0,0,0,0,0,0,242,0,0,"no","yes",2,1,0,-0.333333333333333,1,0,0,-1,1,3
"364","EMA","2016-09-01",39,"yes",4,0,4,4,0,0,1217,0,13,"no","no",5,19,6,0.466666666666667,3,7,2,0.333333333333333,46,107
"365","EMCDDA","2016-09-01",41,"yes",8,0,8,2,3,3,764,0,2,"no","no",11,38,22,0.380281690140845,0,6,4,0.6,7,22
"366","EMSA","2016-09-01",9,"yes",0,0,0,0,0,0,63,0,0,"no","no",1,4,4,0.333333333333333,0,0,1,0,0,1
"367","ENISA","2016-09-01",39,"yes",5,0,5,2,2,1,921,0,0,"no","no",11,40,14,0.446153846153846,6,3,2,-0.272727272727273,0,1
"368","ERA","2016-09-01",41,"yes",4,0,4,4,0,0,263,0,0,"no","no",1,10,6,0.529411764705882,0,2,5,0.285714285714286,0,0
